Species	Comparison	D.obs	eq.P	eq.mean.sim	eq.se.sim	si12.P	si12.mean.sim	si12.se.sim	si21.P	si21.mean.sim	si21.se.sim	an_breadth	Niche_expansion	Niche_stability	Niche_unfilling	migration	clade
Campicoloides_bifasciatus	real	0.451190776614112	1	0.590876022475781	NA	0.5	0.00269910930525541	NA	0.5	0	NA	6.81804013203677	0.237372951467413	0.762627048532587	0.445858068522975	res	Oenanthe-Saxicola clade
Emarginata_schlegelii	real	0.624939079513581	0.5	0.482171159241039	NA	0.5	0.00838389690911001	NA	0.5	0.387998248663198	NA	7.2929823468844	0.0288060564510661	0.971193943548934	0.264220931574165	res	Oenanthe-Saxicola clade
Emarginata_sinuata	real	0.229433635822719	1	0.239313870862092	NA	0.5	0.0132816651721778	NA	0.5	0.0219274620883885	NA	7.45427380588806	0.56439311875145	0.43560688124855	0.703506806733692	res	Oenanthe-Saxicola clade
Emarginata_tractrac	real	0.551910109619694	0.5	0.453163840638777	NA	0.5	0.0466911843894471	NA	0.5	0.0891121573744522	NA	7.39589909078966	0.0695233058214251	0.930476694178575	0.217923339921053	res	Oenanthe-Saxicola clade
Monticola_angolensis	real	0.377277418724125	1	0.607611843605389	NA	0.5	0	NA	0.5	0.0791458727449308	NA	7.43217016341151	0.129365303030767	0.870634696969233	0.508942123057498	res	Oenanthe-Saxicola clade
Monticola_brevipes	real	0.045154602956034	1	0.271203448522978	NA	1	0.124021276610489	NA	1	0.0943837322858396	NA	7.22851395615234	0.756828221579258	0.243171778420742	0.914322005353886	res	Oenanthe-Saxicola clade
Monticola_cinclorhynchus	real	0.231133127340284	1	0.400601205714706	NA	1	0.264707108752185	NA	0.5	0.000311062676383256	NA	7.03551519924324	0	1	0.613616894258213	mig	Oenanthe-Saxicola clade
Monticola_cinclorhynchus	hypo_br	0.125087277792403	1	0.157696800212547	NA	0.5	0.0335300439073394	NA	0.5	0.0300384676522435	NA	NA	0.0054537310303329	0.994546268969667	0.837428079801536	mig	Oenanthe-Saxicola clade
Monticola_cinclorhynchus	hypo_wi	0.121202562819478	1	0.126988386380104	NA	1	0.187744539863813	NA	0.5	0	NA	NA	0.435301107631745	0.564698892368255	0.830400466507297	mig	Oenanthe-Saxicola clade
Monticola_explorator	real	0.614582955408597	0.5	0.541281406986134	NA	0.5	0.119540606241932	NA	0.5	0	NA	6.92056963999578	0.076627826201495	0.923372173798505	0.270175844162483	res	Oenanthe-Saxicola clade
Monticola_gularis	real	0.333886461248502	1	0.670514887327616	NA	0.5	0.0825331305449054	NA	0.5	0	NA	6.709377086098	0.171814227467273	0.828185772532727	0.171267798405307	mig	Oenanthe-Saxicola clade
Monticola_gularis	hypo_br	0.117718524103172	1	0.208489570750395	NA	0.5	0.0155244370550175	NA	0.5	0	NA	NA	0.760256000764818	0.239743999235182	0.48001708022222	mig	Oenanthe-Saxicola clade
Monticola_gularis	hypo_wi	0	1	0.054389833074276	NA	1	0	NA	1	0.0011045585376781	NA	NA	1	0	1	mig	Oenanthe-Saxicola clade
Monticola_rufiventris	real	0.305340438064739	0.5	0.194827672352239	NA	0.5	0.190295277381444	NA	0.5	0.0383354958323603	NA	7.1911962302652	0.209887958819787	0.790112041180213	0.350060795712826	res	Oenanthe-Saxicola clade
Monticola_rufiventris	hypo_br	0.27757438254599	0.5	0.212081804502162	NA	0.5	0.142092572679084	NA	0.5	0.10079921375449	NA	NA	0.213458243050834	0.786541756949166	0.371220883463137	res	Oenanthe-Saxicola clade
Monticola_rufiventris	hypo_wi	0.294870000213818	0.5	0.188690113643144	NA	0.5	0.226453730446298	NA	0.5	0.00531443431755751	NA	NA	0.231906338460112	0.768093661539888	0.328242531083744	res	Oenanthe-Saxicola clade
Monticola_rufocinereus	real	0.785376421282829	1	0.804166840022347	NA	0.5	0.202416548289914	NA	0.5	0.0541743197290181	NA	6.95466822076648	0.0290678571345935	0.970932142865407	0.0179002812599476	res	Oenanthe-Saxicola clade
Monticola_rupestris	real	0.132827463520473	1	0.340870254421157	NA	0.5	0.0107594136546062	NA	1	0.411197784168352	NA	7.18158719629229	0.710326617037884	0.289673382962116	0.797029410770692	mig	Oenanthe-Saxicola clade
Monticola_saxatilis	real	0.589898316070708	0.5	0.454426435727713	NA	0.5	0.144469571701608	NA	0.5	0.0130952848657278	NA	6.73166128605196	0.0406490987637947	0.959350901236205	0.0665848638653316	res	Oenanthe-Saxicola clade
Monticola_saxatilis	hypo_br	0.550967624105623	0.5	0.485383995230256	NA	0.5	0.385630091437184	NA	0.5	0.0195306958365393	NA	NA	0.170835304045716	0.829164695954283	0.116140598782184	res	Oenanthe-Saxicola clade
Monticola_saxatilis	hypo_wi	0.0355260728051418	1	0.145517999963699	NA	0.5	0	NA	0.5	0.0103316187611374	NA	NA	0.936669157539394	0.0633308424606059	0.92357509716961	res	Oenanthe-Saxicola clade
