Species	Comparison	D.obs	eq.P	eq.mean.sim	eq.se.sim	si12.P	si12.mean.sim	si12.se.sim	si21.P	si21.mean.sim	si21.se.sim	an_breadth	Niche_expansion	Niche_stability	Niche_unfilling	migration	clade
Basileuterus_belli	real	0.232159419116306	1	0.312477425752455	NA	0.5	0.0126518400102239	NA	1	0.261733244961768	NA	7.15332547770209	0.31364801619356	0.68635198380644	0.459063604356799	res	Setophaga-Basileuterus clade
Basileuterus_culicivorus	real	0.614772814785169	0.5	0.593423322189004	NA	0.5	0.200863648956105	NA	0.5	0.024127797971043	NA	6.97944671267207	0.0119032062080557	0.988096793791944	0.0625679205182923	res	Setophaga-Basileuterus clade
Basileuterus_melanogenys	real	0.187054988073387	1	0.404937370015183	NA	1	0.41166306755583	NA	0.5	0	NA	7.48141517200313	0.817395953618476	0.182604046381524	0.552864821241707	res	Setophaga-Basileuterus clade
Basileuterus_rufifrons	real	0.238206442607391	1	0.487739271711886	NA	0.5	0	NA	0.5	0.196404048312542	NA	7.54267115008516	0.234942275063868	0.765057724936132	0.152386008558023	res	Setophaga-Basileuterus clade
Basileuterus_trifasciatus	real	0.46354623858459	1	0.598156583660914	NA	0.5	0.375414575098235	NA	0.5	0.199017774880884	NA	5.93441410469569	0.109480109997226	0.890519890002774	0.454929116205537	res	Setophaga-Basileuterus clade
Basileuterus_tristriatus	real	0.783333135558502	1	0.79057868565659	NA	0.5	0.656753801579674	NA	0.5	0.376153656143141	NA	7.41066478288514	0.00792360278847331	0.992076397211527	0.00672792661097962	res	Setophaga-Basileuterus clade
Cardellina_canadensis	real	0.186021523322927	0.5	0.175840050908096	NA	0.5	0.0151745904419122	NA	1	0.208165792364818	NA	6.65525237641901	0.572806601549642	0.427193398450358	0.0863135841278643	mig	Setophaga-Basileuterus clade
Cardellina_canadensis	hypo_br	0.461107599951017	0.5	0.447948589284168	NA	0.5	0.0423365094213127	NA	0.5	0.242574211353759	NA	NA	0.00660268775861832	0.993397312241382	0.0764318745694094	mig	Setophaga-Basileuterus clade
Cardellina_canadensis	hypo_wi	0.00170345390770354	1	0.0600181129728273	NA	1	0.00715017519517669	NA	0.5	0	NA	NA	0.998681336460049	0.0013186635399513	0.998713439206444	mig	Setophaga-Basileuterus clade
Cardellina_pusilla	real	0.329701340464952	0.5	0.302706677878617	NA	0.5	0.223744948035441	NA	0.5	0.0318351143033209	NA	6.73318717419529	0.140721613081092	0.859278386918908	0.0577050277612188	mig	Setophaga-Basileuterus clade
